Advanced Calibration Data
,Temperature,date,m,b,Thermistor,A,B,C,KOhm,min,max
,,,1,0,4,0.0014035971835255623,0.00023726772633381188,9.962900548998732e-8,3,-20,60
,Pressure,date,m2,m1,m0,b2,b1,b0,LinearA,LinearB
,,14-Dec-2020 07:25:00,1.0770625635814213e-7,-0.000007510356226703152,1.0035929679870605,-0.000009661966032581404,0.001807626336812973,0.22031164169311523,0,1

Field Calibration Data
,Temperature,date,Slope,Offset,Unit
,,,1,0,0
,Pressure,date,Slope,Offset,Unit
,,,1,0,0

Sensor/File information
Sensor SN,0011204039,,Modbus Addr.,2
Sensor Type,LevelSCOUT,,Initialized w/fw Rev,v2.4
Sensor Name,Seametrics Smart Sensor
File Name,Test File #4

# Records,1441
Statistical Data,,Temperature (°C),Pressure (psi)
,Sensor Range,,50 psia
,Minimum,17.58,14.712
,Maximum,23.97,21.617
,Mean,19.26,17.288
,Variance,2.342,10.4427
,Std Deviation,1.530,3.2315

Rec #,Date / Time,Temperature (°C),Pressure (psi)
1343,06-May-2021 07:37:00,19.33,14.863
1344,06-May-2021 07:38:00,19.33,14.865
1345,06-May-2021 07:39:00,19.33,14.861
1346,06-May-2021 07:40:00,19.33,14.863
1347,06-May-2021 07:41:00,19.33,14.863
1348,06-May-2021 07:42:00,19.33,14.865
1349,06-May-2021 07:43:00,19.33,14.863
1350,06-May-2021 07:44:00,19.33,14.863
1351,06-May-2021 07:45:00,19.33,14.865
1352,06-May-2021 07:46:00,19.33,14.863
1353,06-May-2021 07:47:00,19.33,14.865
1354,06-May-2021 07:48:00,19.33,14.865
1355,06-May-2021 07:49:00,19.33,14.865
1356,06-May-2021 07:50:00,19.33,14.865
1357,06-May-2021 07:51:00,19.33,14.865
1358,06-May-2021 07:52:00,19.33,14.865
1359,06-May-2021 07:53:00,19.33,14.865
1360,06-May-2021 07:54:00,19.34,14.865
1361,06-May-2021 07:55:00,19.34,14.863
1362,06-May-2021 07:56:00,19.34,14.865
1363,06-May-2021 07:57:00,19.34,14.865
1364,06-May-2021 07:58:00,19.34,14.865
1365,06-May-2021 07:59:00,19.34,14.865
1366,06-May-2021 08:00:00,19.34,14.865
1367,06-May-2021 08:01:00,19.34,14.865
1368,06-May-2021 08:02:00,19.34,14.865
1369,06-May-2021 08:03:00,19.34,14.865
1370,06-May-2021 08:04:00,19.34,14.866
1371,06-May-2021 08:05:00,19.34,14.866
1372,06-May-2021 08:06:00,19.34,14.866
1373,06-May-2021 08:07:00,19.34,14.866
1374,06-May-2021 08:08:00,19.34,14.866
1375,06-May-2021 08:09:00,19.34,14.865
1376,06-May-2021 08:10:00,19.34,14.865
1377,06-May-2021 08:11:00,19.34,14.865
1378,06-May-2021 08:12:00,19.34,14.866
1379,06-May-2021 08:13:00,19.34,14.866
1380,06-May-2021 08:14:00,19.34,14.865
1381,06-May-2021 08:15:00,19.34,14.866
1382,06-May-2021 08:16:00,19.34,14.866
1383,06-May-2021 08:17:00,19.35,14.866
1384,06-May-2021 08:18:00,19.35,14.866
1385,06-May-2021 08:19:00,19.35,14.866
1386,06-May-2021 08:20:00,19.35,14.868
1387,06-May-2021 08:21:00,19.35,14.866
1388,06-May-2021 08:22:00,19.35,14.866
1389,06-May-2021 08:23:00,19.35,14.868
1390,06-May-2021 08:24:00,19.35,14.868
1391,06-May-2021 08:25:00,19.35,14.866
1392,06-May-2021 08:26:00,19.35,14.866
1393,06-May-2021 08:27:00,19.35,14.866
1394,06-May-2021 08:28:00,19.35,14.866
1395,06-May-2021 08:29:00,19.35,14.865
1396,06-May-2021 08:30:00,19.35,14.866
1397,06-May-2021 08:31:00,19.35,14.866
1398,06-May-2021 08:32:00,19.35,14.866
1399,06-May-2021 08:33:00,19.35,14.868
1400,06-May-2021 08:34:00,19.35,14.866
1401,06-May-2021 08:35:00,19.35,14.868
1402,06-May-2021 08:36:00,19.35,14.868
1403,06-May-2021 08:37:00,19.36,14.866
1404,06-May-2021 08:38:00,19.35,14.868
1405,06-May-2021 08:39:00,19.36,14.866
1406,06-May-2021 08:40:00,19.36,14.866
1407,06-May-2021 08:41:00,19.36,14.866
1408,06-May-2021 08:42:00,19.36,14.866
1409,06-May-2021 08:43:00,19.36,14.866
1410,06-May-2021 08:44:00,19.36,14.866
1411,06-May-2021 08:45:00,19.36,14.866
1412,06-May-2021 08:46:00,19.36,14.866
1413,06-May-2021 08:47:00,19.36,14.866
1414,06-May-2021 08:48:00,19.36,14.866
1415,06-May-2021 08:49:00,19.36,14.866
1416,06-May-2021 08:50:00,19.36,14.868
1417,06-May-2021 08:51:00,19.36,14.868
1418,06-May-2021 08:52:00,19.36,14.866
1419,06-May-2021 08:53:00,19.36,14.868
1420,06-May-2021 08:54:00,19.37,14.868
1421,06-May-2021 08:55:00,19.37,14.868
1422,06-May-2021 08:56:00,19.37,14.868
1423,06-May-2021 08:57:00,19.37,14.868
1424,06-May-2021 08:58:00,19.37,14.868
1425,06-May-2021 08:59:00,19.37,14.868
1426,06-May-2021 09:00:00,19.37,14.868
1427,06-May-2021 09:01:00,19.37,14.868
1428,06-May-2021 09:02:00,19.37,14.868
1429,06-May-2021 09:03:00,19.37,14.866
1430,06-May-2021 09:04:00,19.37,14.868
1431,06-May-2021 09:05:00,19.37,14.868
1432,06-May-2021 09:06:00,19.38,14.868
1433,06-May-2021 09:07:00,19.38,14.868
1434,06-May-2021 09:08:00,19.38,14.868
1435,06-May-2021 09:09:00,19.38,14.868
1436,06-May-2021 09:10:00,19.38,14.868
1437,06-May-2021 09:11:00,19.38,14.868
1438,06-May-2021 09:12:00,19.38,14.868
1439,06-May-2021 09:13:00,19.38,14.870
1440,06-May-2021 09:14:00,19.38,14.870
1441,06-May-2021 09:15:00,19.38,14.870
