Advanced Calibration Data
,Temperature,date,m,b,Thermistor,A,B,C,KOhm,min,max
,,,1,0,4,0.0014035971835255623,0.00023726772633381188,9.962900548998732e-8,3,-20,60
,Pressure,date,m2,m1,m0,b2,b1,b0,LinearA,LinearB
,,24-Aug-2020 09:27:45,4.67599988951406e-7,0.00003301670221844688,1.010563850402832,0.00015278111095540226,-0.007007943466305733,-0.0350460559129715,-0.000008718800017959438,1.0026094913482666

Field Calibration Data
,Temperature,date,Slope,Offset,Unit
,,,1,0,0
,Pressure,date,Slope,Offset,Unit
,,,1,0,0

Sensor/File information
Sensor SN,0012202845,,Modbus Addr.,2
Sensor Type,LevelSCOUT,,Initialized w/fw Rev,v2.4
Sensor Name,Seametrics Smart Sensor
File Name,Test File #4

# Records,1441
Statistical Data,,Temperature (°C),Pressure (psi)
,Sensor Range,,300 psia
,Minimum,17.70,14.543
,Maximum,24.01,19.560
,Mean,19.45,16.432
,Variance,2.468,5.3631
,Std Deviation,1.571,2.3158

Rec #,Date / Time,Temperature (°C),Pressure (psi)
1076,06-May-2021 03:10:00,19.79,14.705
1077,06-May-2021 03:11:00,19.78,14.705
1078,06-May-2021 03:12:00,19.78,14.695
1079,06-May-2021 03:13:00,19.78,14.705
1080,06-May-2021 03:14:00,19.78,14.705
1081,06-May-2021 03:15:00,19.78,14.705
1082,06-May-2021 03:16:00,19.78,14.705
1083,06-May-2021 03:17:00,19.78,14.695
1084,06-May-2021 03:18:00,19.78,14.705
1085,06-May-2021 03:19:00,19.77,14.705
1086,06-May-2021 03:20:00,19.77,14.705
1087,06-May-2021 03:21:00,19.77,14.705
1088,06-May-2021 03:22:00,19.77,14.705
1089,06-May-2021 03:23:00,19.77,14.705
1090,06-May-2021 03:24:00,19.77,14.705
1091,06-May-2021 03:25:00,19.77,14.695
1092,06-May-2021 03:26:00,19.77,14.705
1093,06-May-2021 03:27:00,19.76,14.695
1094,06-May-2021 03:28:00,19.76,14.705
1095,06-May-2021 03:29:00,19.76,14.705
1096,06-May-2021 03:30:00,19.76,14.705
1097,06-May-2021 03:31:00,19.76,14.705
1098,06-May-2021 03:32:00,19.76,14.705
1099,06-May-2021 03:33:00,19.76,14.705
1100,06-May-2021 03:34:00,19.76,14.705
1101,06-May-2021 03:35:00,19.75,14.705
1102,06-May-2021 03:36:00,19.75,14.705
1103,06-May-2021 03:37:00,19.75,14.705
1104,06-May-2021 03:38:00,19.75,14.705
1105,06-May-2021 03:39:00,19.75,14.705
1106,06-May-2021 03:40:00,19.75,14.705
1107,06-May-2021 03:41:00,19.75,14.695
1108,06-May-2021 03:42:00,19.75,14.695
1109,06-May-2021 03:43:00,19.75,14.705
1110,06-May-2021 03:44:00,19.74,14.695
1111,06-May-2021 03:45:00,19.74,14.705
1112,06-May-2021 03:46:00,19.74,14.705
1113,06-May-2021 03:47:00,19.74,14.705
1114,06-May-2021 03:48:00,19.74,14.695
1115,06-May-2021 03:49:00,19.74,14.705
1116,06-May-2021 03:50:00,19.74,14.705
1117,06-May-2021 03:51:00,19.74,14.716
1118,06-May-2021 03:52:00,19.73,14.705
1119,06-May-2021 03:53:00,19.73,14.705
1120,06-May-2021 03:54:00,19.73,14.705
1121,06-May-2021 03:55:00,19.73,14.705
1122,06-May-2021 03:56:00,19.73,14.705
1123,06-May-2021 03:57:00,19.73,14.705
1124,06-May-2021 03:58:00,19.73,14.705
1125,06-May-2021 03:59:00,19.73,14.695
1126,06-May-2021 04:00:00,19.73,14.705
1127,06-May-2021 04:01:00,19.73,14.705
1128,06-May-2021 04:02:00,19.72,14.705
1129,06-May-2021 04:03:00,19.72,14.705
1130,06-May-2021 04:04:00,19.72,14.705
1131,06-May-2021 04:05:00,19.72,14.705
1132,06-May-2021 04:06:00,19.72,14.705
1133,06-May-2021 04:07:00,19.72,14.705
1134,06-May-2021 04:08:00,19.72,14.705
1135,06-May-2021 04:09:00,19.71,14.705
1136,06-May-2021 04:10:00,19.71,14.705
1137,06-May-2021 04:11:00,19.71,14.705
1138,06-May-2021 04:12:00,19.71,14.705
1139,06-May-2021 04:13:00,19.71,14.705
1140,06-May-2021 04:14:00,19.71,14.705
1141,06-May-2021 04:15:00,19.71,14.705
1142,06-May-2021 04:16:00,19.71,14.705
1143,06-May-2021 04:17:00,19.71,14.705
1144,06-May-2021 04:18:00,19.70,14.705
1145,06-May-2021 04:19:00,19.70,14.695
1146,06-May-2021 04:20:00,19.70,14.716
1147,06-May-2021 04:21:00,19.70,14.705
1148,06-May-2021 04:22:00,19.70,14.705
1149,06-May-2021 04:23:00,19.70,14.705
1150,06-May-2021 04:24:00,19.70,14.695
1151,06-May-2021 04:25:00,19.70,14.705
1152,06-May-2021 04:26:00,19.70,14.695
1153,06-May-2021 04:27:00,19.70,14.695
1154,06-May-2021 04:28:00,19.69,14.705
1155,06-May-2021 04:29:00,19.69,14.705
1156,06-May-2021 04:30:00,19.69,14.705
1157,06-May-2021 04:31:00,19.69,14.705
1158,06-May-2021 04:32:00,19.69,14.705
1159,06-May-2021 04:33:00,19.69,14.705
1160,06-May-2021 04:34:00,19.69,14.705
1161,06-May-2021 04:35:00,19.69,14.705
1162,06-May-2021 04:36:00,19.69,14.705
1163,06-May-2021 04:37:00,19.68,14.705
1164,06-May-2021 04:38:00,19.68,14.695
1165,06-May-2021 04:39:00,19.68,14.705
1166,06-May-2021 04:40:00,19.68,14.705
1167,06-May-2021 04:41:00,19.68,14.705
1168,06-May-2021 04:42:00,19.68,14.705
1169,06-May-2021 04:43:00,19.68,14.705
1170,06-May-2021 04:44:00,19.68,14.705
1171,06-May-2021 04:45:00,19.68,14.705
1172,06-May-2021 04:46:00,19.68,14.716
1173,06-May-2021 04:47:00,19.68,14.705
1174,06-May-2021 04:48:00,19.67,14.705
1175,06-May-2021 04:49:00,19.67,14.705
1176,06-May-2021 04:50:00,19.67,14.705
1177,06-May-2021 04:51:00,19.67,14.716
1178,06-May-2021 04:52:00,19.67,14.705
1179,06-May-2021 04:53:00,19.67,14.705
1180,06-May-2021 04:54:00,19.67,14.705
1181,06-May-2021 04:55:00,19.67,14.695
1182,06-May-2021 04:56:00,19.67,14.705
1183,06-May-2021 04:57:00,19.67,14.705
1184,06-May-2021 04:58:00,19.67,14.705
1185,06-May-2021 04:59:00,19.66,14.705
1186,06-May-2021 05:00:00,19.66,14.705
1187,06-May-2021 05:01:00,19.66,14.716
1188,06-May-2021 05:02:00,19.66,14.705
1189,06-May-2021 05:03:00,19.66,14.705
1190,06-May-2021 05:04:00,19.66,14.705
1191,06-May-2021 05:05:00,19.66,14.695
1192,06-May-2021 05:06:00,19.66,14.705
1193,06-May-2021 05:07:00,19.66,14.705
1194,06-May-2021 05:08:00,19.66,14.705
1195,06-May-2021 05:09:00,19.66,14.695
1196,06-May-2021 05:10:00,19.66,14.705
1197,06-May-2021 05:11:00,19.65,14.705
1198,06-May-2021 05:12:00,19.65,14.716
1199,06-May-2021 05:13:00,19.65,14.705
1200,06-May-2021 05:14:00,19.65,14.705
1201,06-May-2021 05:15:00,19.65,14.695
1202,06-May-2021 05:16:00,19.65,14.695
1203,06-May-2021 05:17:00,19.65,14.716
1204,06-May-2021 05:18:00,19.65,14.705
1205,06-May-2021 05:19:00,19.65,14.705
1206,06-May-2021 05:20:00,19.65,14.705
1207,06-May-2021 05:21:00,19.65,14.695
1208,06-May-2021 05:22:00,19.65,14.705
1209,06-May-2021 05:23:00,19.65,14.695
1210,06-May-2021 05:24:00,19.65,14.695
1211,06-May-2021 05:25:00,19.65,14.705
1212,06-May-2021 05:26:00,19.64,14.705
1213,06-May-2021 05:27:00,19.64,14.705
1214,06-May-2021 05:28:00,19.64,14.695
1215,06-May-2021 05:29:00,19.64,14.705
1216,06-May-2021 05:30:00,19.64,14.695
1217,06-May-2021 05:31:00,19.64,14.695
1218,06-May-2021 05:32:00,19.64,14.695
1219,06-May-2021 05:33:00,19.64,14.695
1220,06-May-2021 05:34:00,19.64,14.705
1221,06-May-2021 05:35:00,19.64,14.695
1222,06-May-2021 05:36:00,19.64,14.695
1223,06-May-2021 05:37:00,19.64,14.695
1224,06-May-2021 05:38:00,19.64,14.695
1225,06-May-2021 05:39:00,19.64,14.695
1226,06-May-2021 05:40:00,19.63,14.695
1227,06-May-2021 05:41:00,19.63,14.695
1228,06-May-2021 05:42:00,19.63,14.695
1229,06-May-2021 05:43:00,19.63,14.695
1230,06-May-2021 05:44:00,19.63,14.695
1231,06-May-2021 05:45:00,19.63,14.695
1232,06-May-2021 05:46:00,19.63,14.695
1233,06-May-2021 05:47:00,19.63,14.695
1234,06-May-2021 05:48:00,19.63,14.695
1235,06-May-2021 05:49:00,19.63,14.695
1236,06-May-2021 05:50:00,19.63,14.705
1237,06-May-2021 05:51:00,19.63,14.695
1238,06-May-2021 05:52:00,19.63,14.705
1239,06-May-2021 05:53:00,19.63,14.695
1240,06-May-2021 05:54:00,19.63,14.705
1241,06-May-2021 05:55:00,19.63,14.705
1242,06-May-2021 05:56:00,19.63,14.695
1243,06-May-2021 05:57:00,19.63,14.695
1244,06-May-2021 05:58:00,19.63,14.695
1245,06-May-2021 05:59:00,19.62,14.705
1246,06-May-2021 06:00:00,19.62,14.695
1247,06-May-2021 06:01:00,19.62,14.695
1248,06-May-2021 06:02:00,19.62,14.705
1249,06-May-2021 06:03:00,19.62,14.695
1250,06-May-2021 06:04:00,19.62,14.705
1251,06-May-2021 06:05:00,19.62,14.695
1252,06-May-2021 06:06:00,19.62,14.695
1253,06-May-2021 06:07:00,19.62,14.705
1254,06-May-2021 06:08:00,19.62,14.695
1255,06-May-2021 06:09:00,19.62,14.695
1256,06-May-2021 06:10:00,19.62,14.695
1257,06-May-2021 06:11:00,19.62,14.695
1258,06-May-2021 06:12:00,19.62,14.695
1259,06-May-2021 06:13:00,19.62,14.705
1260,06-May-2021 06:14:00,19.62,14.695
1261,06-May-2021 06:15:00,19.62,14.705
1262,06-May-2021 06:16:00,19.62,14.695
1263,06-May-2021 06:17:00,19.62,14.695
1264,06-May-2021 06:18:00,19.62,14.695
1265,06-May-2021 06:19:00,19.62,14.705
1266,06-May-2021 06:20:00,19.62,14.705
1267,06-May-2021 06:21:00,19.62,14.695
1268,06-May-2021 06:22:00,19.62,14.695
1269,06-May-2021 06:23:00,19.62,14.695
1270,06-May-2021 06:24:00,19.62,14.705
1271,06-May-2021 06:25:00,19.62,14.705
1272,06-May-2021 06:26:00,19.61,14.695
1273,06-May-2021 06:27:00,19.61,14.695
1274,06-May-2021 06:28:00,19.61,14.705
1275,06-May-2021 06:29:00,19.61,14.695
1276,06-May-2021 06:30:00,19.61,14.695
1277,06-May-2021 06:31:00,19.61,14.695
1278,06-May-2021 06:32:00,19.61,14.695
1279,06-May-2021 06:33:00,19.61,14.695
1280,06-May-2021 06:34:00,19.61,14.695
1281,06-May-2021 06:35:00,19.61,14.695
1282,06-May-2021 06:36:00,19.61,14.695
1283,06-May-2021 06:37:00,19.61,14.695
1284,06-May-2021 06:38:00,19.61,14.695
1285,06-May-2021 06:39:00,19.61,14.695
1286,06-May-2021 06:40:00,19.61,14.695
1287,06-May-2021 06:41:00,19.61,14.695
1288,06-May-2021 06:42:00,19.61,14.695
1289,06-May-2021 06:43:00,19.61,14.695
1290,06-May-2021 06:44:00,19.61,14.695
1291,06-May-2021 06:45:00,19.61,14.695
1292,06-May-2021 06:46:00,19.61,14.695
1293,06-May-2021 06:47:00,19.61,14.695
1294,06-May-2021 06:48:00,19.61,14.695
1295,06-May-2021 06:49:00,19.61,14.685
1296,06-May-2021 06:50:00,19.61,14.695
1297,06-May-2021 06:51:00,19.61,14.695
1298,06-May-2021 06:52:00,19.61,14.695
1299,06-May-2021 06:53:00,19.61,14.695
1300,06-May-2021 06:54:00,19.61,14.695
1301,06-May-2021 06:55:00,19.61,14.695
1302,06-May-2021 06:56:00,19.61,14.695
1303,06-May-2021 06:57:00,19.61,14.695
1304,06-May-2021 06:58:00,19.61,14.695
1305,06-May-2021 06:59:00,19.61,14.695
1306,06-May-2021 07:00:00,19.61,14.695
1307,06-May-2021 07:01:00,19.61,14.695
1308,06-May-2021 07:02:00,19.61,14.695
1309,06-May-2021 07:03:00,19.61,14.695
1310,06-May-2021 07:04:00,19.61,14.695
1311,06-May-2021 07:05:00,19.61,14.695
1312,06-May-2021 07:06:00,19.61,14.695
1313,06-May-2021 07:07:00,19.61,14.695
1314,06-May-2021 07:08:00,19.61,14.695
1315,06-May-2021 07:09:00,19.61,14.695
1316,06-May-2021 07:10:00,19.61,14.695
1317,06-May-2021 07:11:00,19.61,14.695
1318,06-May-2021 07:12:00,19.61,14.695
1319,06-May-2021 07:13:00,19.61,14.705
1320,06-May-2021 07:14:00,19.61,14.695
1321,06-May-2021 07:15:00,19.60,14.695
1322,06-May-2021 07:16:00,19.60,14.705
1323,06-May-2021 07:17:00,19.60,14.695
1324,06-May-2021 07:18:00,19.60,14.695
1325,06-May-2021 07:19:00,19.60,14.695
1326,06-May-2021 07:20:00,19.60,14.695
1327,06-May-2021 07:21:00,19.60,14.705
1328,06-May-2021 07:22:00,19.60,14.705
1329,06-May-2021 07:23:00,19.60,14.695
1330,06-May-2021 07:24:00,19.60,14.695
1331,06-May-2021 07:25:00,19.60,14.705
1332,06-May-2021 07:26:00,19.60,14.695
1333,06-May-2021 07:27:00,19.60,14.705
1334,06-May-2021 07:28:00,19.60,14.705
1335,06-May-2021 07:29:00,19.60,14.705
1336,06-May-2021 07:30:00,19.60,14.695
1337,06-May-2021 07:31:00,19.60,14.695
1338,06-May-2021 07:32:00,19.60,14.695
1339,06-May-2021 07:33:00,19.60,14.695
1340,06-May-2021 07:34:00,19.60,14.705
1341,06-May-2021 07:35:00,19.60,14.705
1342,06-May-2021 07:36:00,19.60,14.705
1343,06-May-2021 07:37:00,19.60,14.695
1344,06-May-2021 07:38:00,19.60,14.695
1345,06-May-2021 07:39:00,19.60,14.705
1346,06-May-2021 07:40:00,19.60,14.705
1347,06-May-2021 07:41:00,19.60,14.695
1348,06-May-2021 07:42:00,19.60,14.705
1349,06-May-2021 07:43:00,19.60,14.705
1350,06-May-2021 07:44:00,19.60,14.705
1351,06-May-2021 07:45:00,19.60,14.705
1352,06-May-2021 07:46:00,19.60,14.705
1353,06-May-2021 07:47:00,19.60,14.695
1354,06-May-2021 07:48:00,19.60,14.705
1355,06-May-2021 07:49:00,19.60,14.705
1356,06-May-2021 07:50:00,19.60,14.705
1357,06-May-2021 07:51:00,19.60,14.695
1358,06-May-2021 07:52:00,19.60,14.705
1359,06-May-2021 07:53:00,19.60,14.705
1360,06-May-2021 07:54:00,19.60,14.705
1361,06-May-2021 07:55:00,19.60,14.695
1362,06-May-2021 07:56:00,19.60,14.695
1363,06-May-2021 07:57:00,19.60,14.695
1364,06-May-2021 07:58:00,19.60,14.705
1365,06-May-2021 07:59:00,19.60,14.705
1366,06-May-2021 08:00:00,19.60,14.705
1367,06-May-2021 08:01:00,19.60,14.705
1368,06-May-2021 08:02:00,19.60,14.705
1369,06-May-2021 08:03:00,19.60,14.705
1370,06-May-2021 08:04:00,19.60,14.705
1371,06-May-2021 08:05:00,19.61,14.695
1372,06-May-2021 08:06:00,19.61,14.705
1373,06-May-2021 08:07:00,19.61,14.705
1374,06-May-2021 08:08:00,19.61,14.705
1375,06-May-2021 08:09:00,19.61,14.705
1376,06-May-2021 08:10:00,19.61,14.705
1377,06-May-2021 08:11:00,19.61,14.705
1378,06-May-2021 08:12:00,19.61,14.705
1379,06-May-2021 08:13:00,19.61,14.705
1380,06-May-2021 08:14:00,19.61,14.705
1381,06-May-2021 08:15:00,19.61,14.705
1382,06-May-2021 08:16:00,19.61,14.705
1383,06-May-2021 08:17:00,19.61,14.705
1384,06-May-2021 08:18:00,19.61,14.705
1385,06-May-2021 08:19:00,19.61,14.705
1386,06-May-2021 08:20:00,19.61,14.705
1387,06-May-2021 08:21:00,19.61,14.705
1388,06-May-2021 08:22:00,19.61,14.695
1389,06-May-2021 08:23:00,19.61,14.705
1390,06-May-2021 08:24:00,19.61,14.705
1391,06-May-2021 08:25:00,19.61,14.705
1392,06-May-2021 08:26:00,19.61,14.705
1393,06-May-2021 08:27:00,19.61,14.705
1394,06-May-2021 08:28:00,19.61,14.705
1395,06-May-2021 08:29:00,19.61,14.705
1396,06-May-2021 08:30:00,19.61,14.705
1397,06-May-2021 08:31:00,19.61,14.705
1398,06-May-2021 08:32:00,19.61,14.705
1399,06-May-2021 08:33:00,19.61,14.705
1400,06-May-2021 08:34:00,19.61,14.705
1401,06-May-2021 08:35:00,19.61,14.705
1402,06-May-2021 08:36:00,19.61,14.705
1403,06-May-2021 08:37:00,19.62,14.705
1404,06-May-2021 08:38:00,19.62,14.705
1405,06-May-2021 08:39:00,19.62,14.705
1406,06-May-2021 08:40:00,19.62,14.705
1407,06-May-2021 08:41:00,19.62,14.705
1408,06-May-2021 08:42:00,19.62,14.705
1409,06-May-2021 08:43:00,19.62,14.705
1410,06-May-2021 08:44:00,19.62,14.705
1411,06-May-2021 08:45:00,19.62,14.705
1412,06-May-2021 08:46:00,19.62,14.705
1413,06-May-2021 08:47:00,19.62,14.695
1414,06-May-2021 08:48:00,19.62,14.705
1415,06-May-2021 08:49:00,19.62,14.705
1416,06-May-2021 08:50:00,19.62,14.695
1417,06-May-2021 08:51:00,19.62,14.705
1418,06-May-2021 08:52:00,19.62,14.705
1419,06-May-2021 08:53:00,19.62,14.705
1420,06-May-2021 08:54:00,19.62,14.705
1421,06-May-2021 08:55:00,19.62,14.705
1422,06-May-2021 08:56:00,19.62,14.705
1423,06-May-2021 08:57:00,19.63,14.705
1424,06-May-2021 08:58:00,19.63,14.705
1425,06-May-2021 08:59:00,19.63,14.705
1426,06-May-2021 09:00:00,19.63,14.716
1427,06-May-2021 09:01:00,19.63,14.695
1428,06-May-2021 09:02:00,19.63,14.705
1429,06-May-2021 09:03:00,19.63,14.705
1430,06-May-2021 09:04:00,19.63,14.705
1431,06-May-2021 09:05:00,19.63,14.716
1432,06-May-2021 09:06:00,19.63,14.705
1433,06-May-2021 09:07:00,19.63,14.705
1434,06-May-2021 09:08:00,19.64,14.705
1435,06-May-2021 09:09:00,19.63,14.705
1436,06-May-2021 09:10:00,19.64,14.705
1437,06-May-2021 09:11:00,19.64,14.705
1438,06-May-2021 09:12:00,19.64,14.705
1439,06-May-2021 09:13:00,19.64,14.705
1440,06-May-2021 09:14:00,19.64,14.705
1441,06-May-2021 09:15:00,19.64,14.705
